Name;Title;Co-Authors;Pagintation;Published in;LNCS-link;Abstract
Hans Zantema;Classifying Non-periodic Sequences by Permutation Transducers.;Wieb Bosma;[<span itemprop="pagination">365-377</span>];[<meta content="2017" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-319-62809-7_28;Transducers order infinite sequences into natural classes, but permutation transducers provide a finer classification, respecting certain changes to finite segments. We investigate this hierarchy for non-periodic sequences over \(\{0,1\}\) in which the groups of 0s and 1s grow according to simple functions like polynomials. In this hierarchy we find infinite strictly ascending chains of sequences, all being equivalent with respect to ordinary transducers.
Wieb Bosma;Classifying Non-periodic Sequences by Permutation Transducers.;Hans Zantema;[<span itemprop="pagination">365-377</span>];[<meta content="2017" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-319-62809-7_28;Transducers order infinite sequences into natural classes, but permutation transducers provide a finer classification, respecting certain changes to finite segments. We investigate this hierarchy for non-periodic sequences over \(\{0,1\}\) in which the groups of 0s and 1s grow according to simple functions like polynomials. In this hierarchy we find infinite strictly ascending chains of sequences, all being equivalent with respect to ordinary transducers.
Jean-Paul Allouche;Morphic Sequences Versus Automatic Sequences.;;[<span itemprop="pagination">3-11</span>];[<meta content="2021" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-81508-0_1;Two classical families of infinite sequences with some regularity properties are the families of morphic and of automatic sequences. After recalling their definitions, we survey some recent work trying to “separate” between them.
Henning Fernau;Parsimonious Computational Completeness.;;[<span itemprop="pagination">12-26</span>];[<meta content="2021" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-81508-0_2;Throughout the history of Formal Languages, one of the research directions has always been to describe computational completeness using only a small amount of possibly scarce resources. We review some of these results in the form of an essay.
Benjamin Steinberg;Pointlike Sets and Separation: A Personal Perspective.;;[<span itemprop="pagination">27-40</span>];[<meta content="2021" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-81508-0_3;This is a personal survey about pointlike sets since their inception to roughly the present. Personal means that I make no attempt to be exhaustive, but rather to highlight things that have affected my research in the area or that I consider fundamental to the area. Pointlike sets, in the language of separation and covering problems, have become very popular now in Computer Science because of the truly amazing work of Place and Zeitoun on dot-depth and related hierarchies. I believe revisiting some of the older results will revive interest and provide perspective.
Elena Barcucci;A Strong Non-overlapping Dyck Code.;Antonio Bernini, Renzo Pinzani;[<span itemprop="pagination">43-53</span>];[<meta content="2021" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-81508-0_4;We propose a strong non-overlapping set of Dyck paths having variable length. First, we construct a set starting from an elevated Dyck path by cutting it in a specific point and inserting suitable Dyck paths (not too long...) in this cutting point. Then, we increase the cardinality of the set by replacing the first and the second factor of the original elevated Dyck path with suitable sets of prefixes and suffixes.
Antonio Bernini;A Strong Non-overlapping Dyck Code.;Elena Barcucci, Renzo Pinzani;[<span itemprop="pagination">43-53</span>];[<meta content="2021" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-81508-0_4;We propose a strong non-overlapping set of Dyck paths having variable length. First, we construct a set starting from an elevated Dyck path by cutting it in a specific point and inserting suitable Dyck paths (not too long...) in this cutting point. Then, we increase the cardinality of the set by replacing the first and the second factor of the original elevated Dyck path with suitable sets of prefixes and suffixes.
Renzo Pinzani;A Strong Non-overlapping Dyck Code.;Elena Barcucci, Antonio Bernini;[<span itemprop="pagination">43-53</span>];[<meta content="2021" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-81508-0_4;We propose a strong non-overlapping set of Dyck paths having variable length. First, we construct a set starting from an elevated Dyck path by cutting it in a specific point and inserting suitable Dyck paths (not too long...) in this cutting point. Then, we increase the cardinality of the set by replacing the first and the second factor of the original elevated Dyck path with suitable sets of prefixes and suffixes.
Raphaël Berthon;Active Learning of Sequential Transducers with Side Information About the Domain.;Adrien Boiret, Guillermo A. Pérez, Jean-François Raskin;[<span itemprop="pagination">54-65</span>];[<meta content="2021" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-81508-0_5;Active learning is a setting in which a student queries a teacher, through membership and equivalence queries, in order to learn a language. Performance on these algorithms is often measured in the number of queries required to learn a target, with an emphasis on costly equivalence queries. In graybox learning, the learning process is accelerated by foreknowledge of some information on the target. Here, we consider graybox active learning of subsequential string transducers, where a regular overapproximation of the domain is known by the student. We show that there exists an algorithm to learn subsequential string transducers with a better guarantee on the required number of equivalence queries than classical active learning.
Adrien Boiret;Active Learning of Sequential Transducers with Side Information About the Domain.;Raphaël Berthon, Guillermo A. Pérez, Jean-François Raskin;[<span itemprop="pagination">54-65</span>];[<meta content="2021" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-81508-0_5;Active learning is a setting in which a student queries a teacher, through membership and equivalence queries, in order to learn a language. Performance on these algorithms is often measured in the number of queries required to learn a target, with an emphasis on costly equivalence queries. In graybox learning, the learning process is accelerated by foreknowledge of some information on the target. Here, we consider graybox active learning of subsequential string transducers, where a regular overapproximation of the domain is known by the student. We show that there exists an algorithm to learn subsequential string transducers with a better guarantee on the required number of equivalence queries than classical active learning.
Guillermo A. Pérez;Active Learning of Sequential Transducers with Side Information About the Domain.;Raphaël Berthon, Adrien Boiret, Jean-François Raskin;[<span itemprop="pagination">54-65</span>];[<meta content="2021" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-81508-0_5;Active learning is a setting in which a student queries a teacher, through membership and equivalence queries, in order to learn a language. Performance on these algorithms is often measured in the number of queries required to learn a target, with an emphasis on costly equivalence queries. In graybox learning, the learning process is accelerated by foreknowledge of some information on the target. Here, we consider graybox active learning of subsequential string transducers, where a regular overapproximation of the domain is known by the student. We show that there exists an algorithm to learn subsequential string transducers with a better guarantee on the required number of equivalence queries than classical active learning.
Jean-François Raskin;Active Learning of Sequential Transducers with Side Information About the Domain.;Raphaël Berthon, Adrien Boiret, Guillermo A. Pérez;[<span itemprop="pagination">54-65</span>];[<meta content="2021" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-81508-0_5;Active learning is a setting in which a student queries a teacher, through membership and equivalence queries, in order to learn a language. Performance on these algorithms is often measured in the number of queries required to learn a target, with an emphasis on costly equivalence queries. In graybox learning, the learning process is accelerated by foreknowledge of some information on the target. Here, we consider graybox active learning of subsequential string transducers, where a regular overapproximation of the domain is known by the student. We show that there exists an algorithm to learn subsequential string transducers with a better guarantee on the required number of equivalence queries than classical active learning.
