Name;Title;Co-Authors;Pagintation;Published;Venue
Vladimir A. Zakharov;On the Equivalence-Checking Problem for a Model of Programs Related with Multi-tape Automata.;Ivan Zakharyaschev;[<span itemprop="pagination">293-305</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Ivan Zakharyaschev;On the Equivalence-Checking Problem for a Model of Programs Related with Multi-tape Automata.;Vladimir A. Zakharov;[<span itemprop="pagination">293-305</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Cezar Câmpeanu;Tight Bounds for NFA to DFCA Transformations for Binary Alphabets.;Andrei Paun;[<span itemprop="pagination">306-307</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Andrei Paun;Tight Bounds for NFA to DFCA Transformations for Binary Alphabets.;Cezar Câmpeanu;[<span itemprop="pagination">306-307</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Liliana Cojocaru;Simulating the Process of Gene Assembly in Ciliates.;;[<span itemprop="pagination">308-309</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Jean-Michel Couvreur;A BDD-Like Implementation of an Automata Package.;;[<span itemprop="pagination">310-311</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Manuel Delgado;Approximation to the Smallest Regular Expression for a Given Regular Language.;José Morais;[<span itemprop="pagination">312-314</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
José Morais;Approximation to the Smallest Regular Expression for a Given Regular Language.;Manuel Delgado;[<span itemprop="pagination">312-314</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Attila Egri-Nagy;Algebraic Hierarchical Decomposition of Finite State Automata: Comparison of Implementations for Krohn-Rhodes Theory.;Chrystopher L. Nehaniv;[<span itemprop="pagination">315-316</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Chrystopher L. Nehaniv;Algebraic Hierarchical Decomposition of Finite State Automata: Comparison of Implementations for Krohn-Rhodes Theory.;Attila Egri-Nagy;[<span itemprop="pagination">315-316</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Mark G. Eramian;Does Hausdorff Dimension Measure Texture Complexity?.;Matthew Drotar;[<span itemprop="pagination">317-318</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Matthew Drotar;Does Hausdorff Dimension Measure Texture Complexity?.;Mark G. Eramian;[<span itemprop="pagination">317-318</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Michiel Frishert;Combining Regular Expressions with (Near-)Optimal Brzozowski Automata.;Bruce W. Watson;[<span itemprop="pagination">319-320</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Bruce W. Watson;Combining Regular Expressions with (Near-)Optimal Brzozowski Automata.;Michiel Frishert;[<span itemprop="pagination">319-320</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Denis Lugiez;From Automata to Semilinear Sets: A Logical Solution for Sets L(C, P).;;[<span itemprop="pagination">321-322</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Andreas Maletti;Myhill-Nerode Theorem for Sequential Transducers over Unique GCD-Monoids.;;[<span itemprop="pagination">323-324</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Libor Polák;Minimalizations of NFA Using the Universal Automaton.;;[<span itemprop="pagination">325-326</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Tomás Polcar;Two-Dimensional Pattern Matching by Two-Dimensional Online Tessellation Automata.;Borivoj Melichar;[<span itemprop="pagination">327-328</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Borivoj Melichar;Two-Dimensional Pattern Matching by Two-Dimensional Online Tessellation Automata.;Tomás Polcar;[<span itemprop="pagination">327-328</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Hellis Tamm;Size Reduction of Multitape Automata.;Matti Nykänen, Esko Ukkonen;[<span itemprop="pagination">329-330</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Matti Nykänen;Size Reduction of Multitape Automata.;Hellis Tamm, Esko Ukkonen;[<span itemprop="pagination">329-330</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Esko Ukkonen;Size Reduction of Multitape Automata.;Hellis Tamm, Matti Nykänen;[<span itemprop="pagination">329-330</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Gaoyan Xie;Testability of Oracle Automata.;Cheng Li, Zhe Dang;[<span itemprop="pagination">331-332</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Cheng Li;Testability of Oracle Automata.;Gaoyan Xie, Zhe Dang;[<span itemprop="pagination">331-332</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Zhe Dang;Testability of Oracle Automata.;Gaoyan Xie, Cheng Li;[<span itemprop="pagination">331-332</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Lynette van Zijl;Magic Numbers for Symmetric Difference NFAs.;;[<span itemprop="pagination">333-334</span>];[<meta content="2004" itemprop="datePublished"/>];<title>dblp: CIAA 2004</title>
Markus Holzer;Nondeterministic Finite Automata-Recent Results on the Descriptional and Computational Complexity.;Martin Kutrib;[<span itemprop="pagination">1-16</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Martin Kutrib;Nondeterministic Finite Automata-Recent Results on the Descriptional and Computational Complexity.;Markus Holzer;[<span itemprop="pagination">1-16</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Kai Salomaa;Language Decompositions, Primality, and Trajectory-Based Operations.;;[<span itemprop="pagination">17-22</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Mihalis Yannakakis;Automata, Probability, and Recursion.;;[<span itemprop="pagination">23-32</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Hsu-Chun Yen;Concurrency, Synchronization, and Conflicts in Petri Nets.;;[<span itemprop="pagination">33-35</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Yih-Kuen Tsay;Automated Compositional Reasoning of Intuitionistically Closed Regular Properties.;Bow-Yaw Wang;[<span itemprop="pagination">36-45</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Bow-Yaw Wang;Automated Compositional Reasoning of Intuitionistically Closed Regular Properties.;Yih-Kuen Tsay;[<span itemprop="pagination">36-45</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Marco Almeida;Antimirov and Mosses's Rewrite System Revisited.;Nelma Moreira, Rogério Reis;[<span itemprop="pagination">46-56</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Nelma Moreira;Antimirov and Mosses's Rewrite System Revisited.;Marco Almeida, Rogério Reis;[<span itemprop="pagination">46-56</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Rogério Reis;Antimirov and Mosses's Rewrite System Revisited.;Marco Almeida, Nelma Moreira;[<span itemprop="pagination">46-56</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Ahmed Bouajjani;Antichain-Based Universality and Inclusion Testing over Nondeterministic Finite Tree Automata.;Peter Habermehl, Lukás Holík, Tayssir Touili, Tomás Vojnar;[<span itemprop="pagination">57-67</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Peter Habermehl;Antichain-Based Universality and Inclusion Testing over Nondeterministic Finite Tree Automata.;Ahmed Bouajjani, Lukás Holík, Tayssir Touili, Tomás Vojnar;[<span itemprop="pagination">57-67</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Lukás Holík;Antichain-Based Universality and Inclusion Testing over Nondeterministic Finite Tree Automata.;Ahmed Bouajjani, Peter Habermehl, Tayssir Touili, Tomás Vojnar;[<span itemprop="pagination">57-67</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Tayssir Touili;Antichain-Based Universality and Inclusion Testing over Nondeterministic Finite Tree Automata.;Ahmed Bouajjani, Peter Habermehl, Lukás Holík, Tomás Vojnar;[<span itemprop="pagination">57-67</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Tomás Vojnar;Antichain-Based Universality and Inclusion Testing over Nondeterministic Finite Tree Automata.;Ahmed Bouajjani, Peter Habermehl, Lukás Holík, Tayssir Touili;[<span itemprop="pagination">57-67</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Jean-Marc Champarnaud;Testing Whether a Binary and Prolongeable Regular Language LIs Geometrical or Not on the Minimal Deterministic Automaton of Pref(L).;Jean-Philippe Dubernard, Hadrien Jeanne;[<span itemprop="pagination">68-77</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Jean-Philippe Dubernard;Testing Whether a Binary and Prolongeable Regular Language LIs Geometrical or Not on the Minimal Deterministic Automaton of Pref(L).;Jean-Marc Champarnaud, Hadrien Jeanne;[<span itemprop="pagination">68-77</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Hadrien Jeanne;Testing Whether a Binary and Prolongeable Regular Language LIs Geometrical or Not on the Minimal Deterministic Automaton of Pref(L).;Jean-Marc Champarnaud, Jean-Philippe Dubernard;[<span itemprop="pagination">68-77</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Andrei Paun;Hopcroft's Minimization Technique: Queues or Stacks?.;Mihaela Paun, Alfonso Rodríguez-Patón;[<span itemprop="pagination">78-91</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Mihaela Paun;Hopcroft's Minimization Technique: Queues or Stacks?.;Andrei Paun, Alfonso Rodríguez-Patón;[<span itemprop="pagination">78-91</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Alfonso Rodríguez-Patón;Hopcroft's Minimization Technique: Queues or Stacks?.;Andrei Paun, Mihaela Paun;[<span itemprop="pagination">78-91</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Pedro García;Learning Regular Languages Using Nondeterministic Finite Automata.;Manuel Vazquez de Parga, Gloria Inés Alvarez, José Ruiz;[<span itemprop="pagination">92-101</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Manuel Vazquez de Parga;Learning Regular Languages Using Nondeterministic Finite Automata.;Pedro García, Gloria Inés Alvarez, José Ruiz;[<span itemprop="pagination">92-101</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Gloria Inés Alvarez;Learning Regular Languages Using Nondeterministic Finite Automata.;Pedro García, Manuel Vazquez de Parga, José Ruiz;[<span itemprop="pagination">92-101</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
José Ruiz;Learning Regular Languages Using Nondeterministic Finite Automata.;Pedro García, Manuel Vazquez de Parga, Gloria Inés Alvarez;[<span itemprop="pagination">92-101</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Kazuhiro Inaba;Multi-Return Macro Tree Transducers.;Haruo Hosoya, Sebastian Maneth;[<span itemprop="pagination">102-111</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Haruo Hosoya;Multi-Return Macro Tree Transducers.;Kazuhiro Inaba, Sebastian Maneth;[<span itemprop="pagination">102-111</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Sebastian Maneth;Multi-Return Macro Tree Transducers.;Kazuhiro Inaba, Haruo Hosoya;[<span itemprop="pagination">102-111</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
François Cantin;Computing Convex Hulls by Automata Iteration.;Axel Legay, Pierre Wolper;[<span itemprop="pagination">112-121</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Axel Legay;Computing Convex Hulls by Automata Iteration.;François Cantin, Pierre Wolper;[<span itemprop="pagination">112-121</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Pierre Wolper;Computing Convex Hulls by Automata Iteration.;François Cantin, Axel Legay;[<span itemprop="pagination">112-121</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Takuya Nishiyama;A Translation from the HTML DTD into a Regular Hedge Grammar.;Yasuhiko Minamide;[<span itemprop="pagination">122-131</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Yasuhiko Minamide;A Translation from the HTML DTD into a Regular Hedge Grammar.;Takuya Nishiyama;[<span itemprop="pagination">122-131</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Andreas Maletti;Tree-Series-to-Tree-Series Transformations.;;[<span itemprop="pagination">132-140</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Ryan Dixon;Automata-Theoretic Analysis of Bit-Split Languages for Packet Scanning.;Ömer Egecioglu, Timothy Sherwood;[<span itemprop="pagination">141-150</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Ömer Egecioglu;Automata-Theoretic Analysis of Bit-Split Languages for Packet Scanning.;Ryan Dixon, Timothy Sherwood;[<span itemprop="pagination">141-150</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Timothy Sherwood;Automata-Theoretic Analysis of Bit-Split Languages for Packet Scanning.;Ryan Dixon, Ömer Egecioglu;[<span itemprop="pagination">141-150</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Jan Lahoda;Pattern Matching in DCA Coded Text.;Borivoj Melichar, Jan Zdárek;[<span itemprop="pagination">151-160</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Borivoj Melichar;Pattern Matching in DCA Coded Text.;Jan Lahoda, Jan Zdárek;[<span itemprop="pagination">151-160</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Jan Zdárek;Pattern Matching in DCA Coded Text.;Jan Lahoda, Borivoj Melichar;[<span itemprop="pagination">151-160</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Rob J. van Glabbeek;Five Determinisation Algorithms.;Bas Ploeger;[<span itemprop="pagination">161-170</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Bas Ploeger;Five Determinisation Algorithms.;Rob J. van Glabbeek;[<span itemprop="pagination">161-170</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Harald Hempel;Persistent Computations of Turing Machines.;Madlen Kimmritz;[<span itemprop="pagination">171-180</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Madlen Kimmritz;Persistent Computations of Turing Machines.;Harald Hempel;[<span itemprop="pagination">171-180</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
Egor Dolzhenko;On Complexity of Two Dimensional Languages Generated by Transducers.;Natasa Jonoska;[<span itemprop="pagination">181-190</span>];[<meta content="2008" itemprop="datePublished"/>];<title>dblp: CIAA 2008</title>
